component_id,lot_id,device_variant,disposition_B,risk_B,driving_parameter,driving_headroom_frac,n_params_predicted,n_params_flagged,confidence,extrapolation_flag,reason_code,reason_text,contract_version,model_bundle_version,feature_set_version,train_data_version,generator_seed,split_version,inputs_max_epoch_h,run_id,predicted_at
C0860,L017,CMOS_C,PASS,0.0806,Propagation_Delay_ns,0.9194,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0861,L017,CMOS_C,PASS,0.0682,Supply_Current_ICC_uA,0.9318,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0862,L017,CMOS_C,PASS,0.0417,Propagation_Delay_ns,0.9583,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0863,L017,CMOS_C,PASS,0.1679,Propagation_Delay_ns,0.8321,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0864,L017,CMOS_C,PASS,0.0827,Supply_Current_ICC_uA,0.9173,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0865,L017,CMOS_C,PASS,0.1137,Propagation_Delay_ns,0.8863,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0866,L017,CMOS_C,PASS,0.2398,Supply_Current_ICC_uA,0.7602,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0867,L017,CMOS_C,PASS,0.1995,Propagation_Delay_ns,0.8005,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0868,L017,CMOS_C,PASS,0.1677,Supply_Current_ICC_uA,0.8323,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0869,L017,CMOS_C,PASS,0.0549,Propagation_Delay_ns,0.9451,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0870,L017,CMOS_C,PASS,0.2384,Propagation_Delay_ns,0.7616,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0871,L017,CMOS_C,PASS,0.0081,Output_Rise_Time_ns,0.9919,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0872,L017,CMOS_C,PASS,0.0274,Propagation_Delay_ns,0.9726,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0873,L017,CMOS_C,PASS,0.1808,Supply_Current_ICC_uA,0.8192,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0874,L017,CMOS_C,PASS,0.0784,Propagation_Delay_ns,0.9216,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0875,L017,CMOS_C,PASS,0.0476,Output_Fall_Time_ns,0.9524,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0876,L017,CMOS_C,PASS,0.1081,Supply_Current_ICC_uA,0.8919,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0877,L017,CMOS_C,PASS,0.0499,Supply_Current_ICC_uA,0.9501,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0878,L017,CMOS_C,PASS,0.1468,Propagation_Delay_ns,0.8532,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0879,L017,CMOS_C,MONITOR,0.0027,Propagation_Delay_ns,1.147,6,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Propagation_Delay_ns is within limits, but the 0 h input lies outside the training envelope.",b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0880,L017,CMOS_C,PASS,0.0543,Supply_Current_ICC_uA,0.9457,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0881,L017,CMOS_C,PASS,0.0883,Supply_Current_ICC_uA,0.9117,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0882,L017,CMOS_C,PASS,0.0812,Propagation_Delay_ns,0.9188,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0883,L017,CMOS_C,PASS,0.0728,Supply_Current_ICC_uA,0.9272,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0884,L017,CMOS_C,PASS,0.0213,Output_Rise_Time_ns,0.9787,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0885,L017,CMOS_C,PASS,0.0902,Supply_Current_ICC_uA,0.9098,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0886,L017,CMOS_C,PASS,0.0688,Propagation_Delay_ns,0.9312,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0887,L018,CMOS_C,PASS,0.0899,Supply_Current_ICC_uA,0.9101,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0888,L018,CMOS_C,PASS,0.0873,Supply_Current_ICC_uA,0.9127,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0889,L018,CMOS_C,PASS,0.0209,Output_Rise_Time_ns,0.9791,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0890,L018,CMOS_C,PASS,0.1019,Supply_Current_ICC_uA,0.8981,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0891,L018,CMOS_C,PASS,0.0252,Propagation_Delay_ns,0.9748,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0892,L018,CMOS_C,PASS,0.0432,Supply_Current_ICC_uA,0.9568,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0893,L018,CMOS_C,PASS,0.0101,Output_Fall_Time_ns,0.9899,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0894,L018,CMOS_C,PASS,0.001,Input_Leakage_Current_uA,0.999,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0895,L018,CMOS_C,PASS,0.0517,Propagation_Delay_ns,0.9483,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0896,L018,CMOS_C,PASS,0.0757,Supply_Current_ICC_uA,0.9243,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0897,L018,CMOS_C,PASS,0.0779,Supply_Current_ICC_uA,0.9221,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0898,L018,CMOS_C,PASS,0.107,Supply_Current_ICC_uA,0.893,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0899,L018,CMOS_C,PASS,0.0424,Propagation_Delay_ns,0.9576,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0900,L018,CMOS_C,PASS,0.04,Supply_Current_ICC_uA,0.96,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0901,L018,CMOS_C,PASS,0.0954,Supply_Current_ICC_uA,0.9046,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0902,L018,CMOS_C,PASS,0.0583,Output_Fall_Time_ns,0.9417,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0903,L018,CMOS_C,PASS,0.1551,Propagation_Delay_ns,0.8449,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0904,L018,CMOS_C,PASS,0.1658,Supply_Current_ICC_uA,0.8342,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0905,L018,CMOS_C,PASS,0.0499,Propagation_Delay_ns,0.9501,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0906,L018,CMOS_C,PASS,0.0947,Propagation_Delay_ns,0.9053,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0907,L018,CMOS_C,PASS,0.0234,Output_Rise_Time_ns,0.9766,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0908,L018,CMOS_C,PASS,0.128,Propagation_Delay_ns,0.872,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0909,L018,CMOS_C,PASS,0.2089,Supply_Current_ICC_uA,0.7911,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0910,L018,CMOS_C,PASS,0.0864,Propagation_Delay_ns,0.9136,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0911,L018,CMOS_C,PASS,0.004,IDDQ_uA,0.996,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0912,L018,CMOS_C,PASS,0.0302,Output_Rise_Time_ns,0.9698,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0913,L018,CMOS_C,PASS,0.1244,Propagation_Delay_ns,0.8756,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0914,L018,CMOS_C,PASS,0.07,Propagation_Delay_ns,0.93,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0915,L018,CMOS_C,PASS,0.0639,Supply_Current_ICC_uA,0.9361,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0916,L018,CMOS_C,PASS,0.2201,Supply_Current_ICC_uA,0.7799,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0917,L018,CMOS_C,PASS,0.0384,Supply_Current_ICC_uA,0.9616,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0918,L018,CMOS_C,PASS,0.1314,Propagation_Delay_ns,0.8686,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0919,L018,CMOS_C,PASS,0.1545,Propagation_Delay_ns,0.8455,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0920,L018,CMOS_C,PASS,0.0007,IDDQ_uA,0.9993,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0921,L018,CMOS_C,PASS,0.2143,Supply_Current_ICC_uA,0.7857,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0922,L018,CMOS_C,REJECT,1.0,Supply_Current_ICC_uA,-0.2766,6,1,LOW,True,B_LIMIT_CROSS_PREDICTED,Predicted 168 h Supply_Current_ICC_uA of 564.934 uA exceeds the 500.0 uA limit for CMOS_C.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0923,L018,CMOS_C,PASS,0.1399,Propagation_Delay_ns,0.8601,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0924,L018,CMOS_C,PASS,0.1749,Supply_Current_ICC_uA,0.8251,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0925,L018,CMOS_C,PASS,0.0559,Propagation_Delay_ns,0.9441,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0926,L018,CMOS_C,PASS,0.2001,Propagation_Delay_ns,0.7999,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0927,L018,CMOS_C,PASS,0.027,Propagation_Delay_ns,0.973,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0928,L018,CMOS_C,PASS,0.0555,Supply_Current_ICC_uA,0.9445,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0929,L018,CMOS_C,PASS,0.1814,Propagation_Delay_ns,0.8186,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0930,L018,CMOS_C,PASS,0.039,Output_Fall_Time_ns,0.961,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0931,L018,CMOS_C,PASS,0.1619,Propagation_Delay_ns,0.8381,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0932,L018,CMOS_C,PASS,0.1384,Propagation_Delay_ns,0.8616,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
C0933,L018,CMOS_C,PASS,0.076,Supply_Current_ICC_uA,0.924,6,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,b1-contract-0.6,b1-v0.3,fs-0h24h-lot-v2,SIH26170-MOCK-02,26172,LOTSPLIT-03,24,b1_2026-09-11T1024Z_8ccc16,2026-09-11T10:24:15+00:00
